InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
549412,20685,doormat red retrospot,10,2011-04-08 11:43:00,6.75,14258.0,United Kingdom,67.5
574684,21704,bag 250g swirly marbles,12,2011-11-06 12:56:00,0.85,17581.0,United Kingdom,10.2
537405,82484,wood black board ant white finish,3,2010-12-06 14:51:00,6.45,17841.0,United Kingdom,19.35
544167,22727,alarm clock bakelike red,4,2011-02-16 13:14:00,3.75,14755.0,United Kingdom,15.0
575886,21355,toast its - i love you,1,2011-11-11 13:57:00,1.25,12517.0,Germany,1.25
546774,22529,magic drawing slate go to the fair,2,2011-03-16 15:45:00,0.42,14505.0,United Kingdom,0.84
546421,84596E,small licorice des pink bowl,16,2011-03-13 11:21:00,0.42,13700.0,United Kingdom,6.72
572350,22942,christmas lights 10 santas,1,2011-10-24 11:33:00,8.5,15516.0,United Kingdom,8.5
574100,22616,pack of 12 london tissues,24,2011-11-03 10:13:00,0.39,14098.0,United Kingdom,9.36
544701,22993,set of 4 pantry jelly moulds,12,2011-02-23 10:27:00,1.25,17428.0,United Kingdom,15.0
538839,15056N,edwardian parasol natural,1,2010-12-14 13:10:00,5.95,14606.0,United Kingdom,5.95
545901,22900,set 2 tea towels i love london,1,2011-03-07 17:52:00,2.95,15834.0,United Kingdom,2.95
572653,20727,lunch bag  black skull.,3,2011-10-25 12:12:00,1.65,15861.0,United Kingdom,4.949999999999999
565067,22818,card christmas village,12,2011-08-31 17:16:00,0.42,15856.0,United Kingdom,5.04
577690,23263,set of 3 wooden heart decorations,5,2011-11-21 11:34:00,1.25,12856.0,United Kingdom,6.25
541946,22191,ivory diner wall clock,2,2011-01-24 11:50:00,8.5,17591.0,United Kingdom,17.0
546678,22312,office mug warmer polkadot,6,2011-03-15 16:39:00,2.95,12681.0,France,17.700000000000003
574029,84970L,single heart zinc t-light holder,24,2011-11-02 12:34:00,1.25,12955.0,United Kingdom,30.0
556473,20718,red retrospot shopper bag,5,2011-06-12 12:00:00,1.25,17265.0,United Kingdom,6.25
567196,22326,round snack boxes set of4 woodland,12,2011-09-19 10:09:00,2.95,12379.0,Belgium,35.400000000000006
561709,21248,door hanger  mum + dads room,2,2011-07-29 11:35:00,1.45,17790.0,United Kingdom,2.9
576833,21891,traditional wooden skipping rope,12,2011-11-16 15:08:00,1.45,17434.0,United Kingdom,17.4
573915,21349,ivy heart wreath,1,2011-11-01 15:55:00,6.75,15511.0,United Kingdom,6.75
558030,22697,green regency teacup and saucer,6,2011-06-24 12:00:00,2.95,16419.0,United Kingdom,17.700000000000003
541980,22806,set of 6 t-lights wedding cake,6,2011-01-24 15:09:00,2.95,12421.0,Spain,17.700000000000003
538370,22384,lunch bag pink polkadot,1,2010-12-12 11:06:00,1.65,16923.0,United Kingdom,1.65
554989,22990,cotton apron pantry design,3,2011-05-29 13:50:00,4.95,15897.0,United Kingdom,14.850000000000001
569493,23247,biscuit tin 50's christmas,6,2011-10-04 13:35:00,2.89,13317.0,United Kingdom,17.34
551850,22435,set of 9 heart shaped balloons,12,2011-05-04 14:33:00,1.25,13731.0,United Kingdom,15.0
574714,22553,plasters in tin skulls,2,2011-11-06 14:29:00,1.65,15427.0,United Kingdom,3.3
565332,23332,ivory wicker heart large,24,2011-09-02 14:09:00,1.65,13695.0,United Kingdom,39.599999999999994
559298,21700,big doughnut fridge magnets,12,2011-07-07 12:38:00,0.85,12471.0,Germany,10.2
540095,47590A,blue happy birthday bunting,2,2011-01-04 15:40:00,5.45,14553.0,United Kingdom,10.9
574336,22727,alarm clock bakelike red,8,2011-11-04 09:52:00,3.75,12397.0,Belgium,30.0
567183,23194,gymkhana treasure book box,2,2011-09-18 15:32:00,2.25,14769.0,United Kingdom,4.5
580596,22075,6 ribbons elegant christmas,12,2011-12-05 11:01:00,1.65,15392.0,United Kingdom,19.799999999999997
570675,21094,set/6 red spotty paper plates,12,2011-10-11 15:03:00,0.85,13690.0,United Kingdom,10.2
540179,82599,fanny's rest stopmetal sign,2,2011-01-05 12:54:00,2.1,16033.0,United Kingdom,4.2
577791,23493,vintage doily travel sewing kit,10,2011-11-21 16:36:00,1.95,17100.0,United Kingdom,19.5
539085,22294,heart filigree dove  small,24,2010-12-16 09:35:00,1.06,12748.0,United Kingdom,25.44
574683,23570,traditional pick up sticks game,3,2011-11-06 12:50:00,1.25,16372.0,United Kingdom,3.75
571740,23225,cherub heart decoration silver,12,2011-10-19 10:34:00,0.83,17973.0,United Kingdom,9.959999999999999
568701,84879,assorted colour bird ornament,8,2011-09-28 15:07:00,1.69,13924.0,United Kingdom,13.52
540900,84949,silver hanging t-light holder,6,2011-01-12 11:46:00,1.65,12712.0,Germany,9.899999999999999
542602,21672,white spot red ceramic drawer knob,4,2011-01-30 12:09:00,1.25,15579.0,United Kingdom,5.0
548014,22845,vintage cream cat food container,2,2011-03-29 11:29:00,6.35,17719.0,United Kingdom,12.7
569403,23208,lunch bag vintage leaf design,10,2011-10-04 09:02:00,1.65,13319.0,United Kingdom,16.5
575846,23312,vintage christmas gift sack,11,2011-11-11 12:07:00,4.15,17364.0,United Kingdom,45.650000000000006
575132,21932,scandinavian paisley picnic bag,20,2011-11-08 14:44:00,1.65,18177.0,United Kingdom,33.0
544457,85099F,jumbo bag strawberry,20,2011-02-20 13:46:00,1.95,14667.0,United Kingdom,39.0
548991,20831,gold photo frame,2,2011-04-05 13:48:00,2.1,16915.0,United Kingdom,4.2
573576,21918,set 12 kids colour  chalk sticks,2,2011-10-31 14:09:00,0.83,14096.0,United Kingdom,1.66
571456,20970,pink floral feltcraft shoulder bag,1,2011-10-17 13:57:00,3.75,16729.0,United Kingdom,3.75
557278,23148,miniature antique rose hook ivory,24,2011-06-19 12:08:00,0.83,13089.0,United Kingdom,19.919999999999998
546866,21754,home building block word,1,2011-03-17 15:47:00,5.95,14462.0,United Kingdom,5.95
561030,84836,zinc metal heart decoration,12,2011-07-24 11:25:00,1.25,16407.0,United Kingdom,15.0
572277,22834,hand warmer babushka design,4,2011-10-23 10:38:00,2.1,16768.0,United Kingdom,8.4
560025,21981,pack of 12 woodland tissues,2,2011-07-14 13:00:00,0.29,18283.0,United Kingdom,0.58
557762,20728,lunch bag cars blue,10,2011-06-22 14:01:00,1.65,15810.0,United Kingdom,16.5
581502,22153,angel decoration stars on dress,1,2011-12-09 10:51:00,0.42,15910.0,United Kingdom,0.42
547044,22499,wooden union jack bunting,5,2011-03-20 11:33:00,5.95,14071.0,United Kingdom,29.75
567656,22135,mini ladle love heart pink,2,2011-09-21 14:40:00,0.83,14096.0,United Kingdom,1.66
549014,22251,birdhouse decoration magic garden,1,2011-04-05 15:00:00,1.25,17841.0,United Kingdom,1.25
563571,22996,travel card wallet vintage ticket,2,2011-08-17 14:58:00,0.42,15541.0,United Kingdom,0.84
581193,23292,spaceboy childrens cup,2,2011-12-07 17:05:00,1.25,17097.0,Spain,2.5
554640,22328,round snack boxes set of 4 fruits,5,2011-05-25 12:06:00,2.95,14680.0,United Kingdom,14.75
547903,47599B,blue party bags,1,2011-03-28 11:59:00,2.1,15039.0,United Kingdom,2.1
554813,22698,pink regency teacup and saucer,2,2011-05-26 13:26:00,2.95,15852.0,United Kingdom,5.9
547893,20679,edwardian parasol red,3,2011-03-28 10:25:00,5.95,13552.0,United Kingdom,17.85
564174,23203,jumbo bag vintage doily,10,2011-08-23 14:25:00,2.08,14191.0,United Kingdom,20.8
540351,POST,postage,2,2011-01-06 14:26:00,18.0,12735.0,France,36.0
549929,20803,small pink glass sundae dish,36,2011-04-13 10:32:00,0.39,13740.0,United Kingdom,14.040000000000001
567472,23203,jumbo bag vintage doily,10,2011-09-20 12:47:00,2.08,15039.0,United Kingdom,20.8
546739,22197,small popcorn holder,100,2011-03-16 12:12:00,0.72,17511.0,United Kingdom,72.0
567183,23208,lunch bag vintage leaf design,4,2011-09-18 15:32:00,1.65,14769.0,United Kingdom,6.6
549915,22666,recipe box pantry yellow design,6,2011-04-13 09:32:00,2.95,18231.0,United Kingdom,17.700000000000003
561330,15056N,edwardian parasol natural,3,2011-07-26 14:03:00,5.95,16019.0,United Kingdom,17.85
564959,22138,baking set 9 piece retrospot,3,2011-08-31 14:22:00,4.95,17299.0,United Kingdom,14.850000000000001
565857,84946,antique silver t-light glass,24,2011-09-07 14:13:00,1.25,14911.0,EIRE,30.0
576052,23198,pantry magnetic  shopping list,11,2011-11-13 14:48:00,1.45,15787.0,United Kingdom,15.95
544944,22457,natural slate heart chalkboard,12,2011-02-25 10:46:00,2.95,14541.0,United Kingdom,35.400000000000006
558923,47566,party bunting,8,2011-07-05 10:06:00,4.95,16837.0,United Kingdom,39.6
573897,82616B,frappucino scarf knitting kit,2,2011-11-01 14:29:00,1.25,16729.0,United Kingdom,2.5
574480,23130,mistletoe heart wreath green,4,2011-11-04 12:42:00,4.15,15010.0,United Kingdom,16.6
537254,22812,pack 3 boxes christmas pannetone,4,2010-12-06 11:01:00,1.95,15898.0,United Kingdom,7.8
540552,21755,love building block word,3,2011-01-10 09:44:00,5.95,16350.0,United Kingdom,17.85
577126,22366,doormat airmail,10,2011-11-17 19:22:00,7.08,12406.0,Denmark,70.8
550289,22489,pack of 12 traditional crayons,24,2011-04-15 14:32:00,0.42,13880.0,United Kingdom,10.08
563745,21636,madras notebook medium,12,2011-08-19 09:38:00,0.75,15159.0,United Kingdom,9.0
578541,21917,set 12 kids  white chalk sticks,12,2011-11-24 15:01:00,0.42,14277.0,France,5.04
553385,22489,pack of 12 traditional crayons,3,2011-05-16 15:53:00,0.42,16710.0,United Kingdom,1.26
559806,22120,welcome  wooden block letters,2,2011-07-12 14:26:00,9.95,13311.0,United Kingdom,19.9
558204,22723,set of 6 herb tins sketchbook,4,2011-06-27 13:58:00,3.95,18193.0,United Kingdom,15.8
557757,23002,travel card wallet skulls,1,2011-06-22 13:28:00,0.42,14606.0,United Kingdom,0.42
537773,22142,christmas craft white fairy,2,2010-12-08 12:36:00,1.45,16016.0,United Kingdom,2.9
545658,79071B,english rose metal waste bin,1,2011-03-04 14:13:00,2.95,14670.0,United Kingdom,2.95
577690,23148,miniature antique rose hook ivory,3,2011-11-21 11:34:00,0.83,12856.0,United Kingdom,2.4899999999999998
575959,17012F,origami sandlewood incense/cand set,24,2011-11-13 12:27:00,0.85,14547.0,United Kingdom,20.4
551858,82551,laundry 15c metal sign,1,2011-05-04 15:33:00,1.45,18041.0,United Kingdom,1.45
564962,47504H,english rose spirit level,2,2011-08-31 14:35:00,0.79,17777.0,United Kingdom,1.58
546549,21916,set 12 retro white chalk sticks,4,2011-03-14 16:46:00,0.42,17799.0,United Kingdom,1.68
563227,21231,sweetheart ceramic trinket box,72,2011-08-14 15:33:00,1.06,14301.0,United Kingdom,76.32000000000001
571372,23559,woodland bunnies lolly makers,1,2011-10-17 11:55:00,2.08,17201.0,United Kingdom,2.08
565675,21114,lavender scented fabric heart,40,2011-09-06 09:51:00,1.25,15513.0,United Kingdom,50.0
537822,22180,retrospot lamp,2,2010-12-08 14:22:00,9.95,13523.0,United Kingdom,19.9
558265,82494L,wooden frame antique white,24,2011-06-28 10:06:00,2.55,12747.0,United Kingdom,61.199999999999996
545898,22224,white lovebird lantern,3,2011-03-07 17:23:00,2.95,15869.0,United Kingdom,8.850000000000001
569488,20914,set/5 red retrospot lid glass bowls,4,2011-10-04 13:10:00,2.95,16440.0,United Kingdom,11.8
576910,22193,red diner wall clock,12,2011-11-17 09:51:00,7.65,12477.0,Germany,91.80000000000001
570022,22083,paper chain kit retrospot,6,2011-10-07 10:21:00,2.95,14067.0,United Kingdom,17.700000000000003
571640,21070,vintage billboard mug,48,2011-10-18 12:01:00,1.06,17203.0,United Kingdom,50.88
538633,22212,four hook  white lovebirds,4,2010-12-13 13:28:00,2.1,16726.0,United Kingdom,8.4
573579,21314,small glass heart trinket pot,4,2011-10-31 14:19:00,2.1,15033.0,United Kingdom,8.4
562878,22230,jigsaw tree with watering can,1,2011-08-10 10:45:00,0.29,16241.0,United Kingdom,0.29
566284,23203,jumbo bag vintage doily,10,2011-09-11 14:49:00,2.08,14825.0,United Kingdom,20.8
569715,23076,ice cream sundae lip gloss,24,2011-10-05 17:29:00,1.25,15856.0,United Kingdom,30.0
552859,84596F,small marshmallows pink bowl,40,2011-05-11 16:10:00,0.42,13069.0,United Kingdom,16.8
543821,22934,baking mould easter egg white choc,6,2011-02-14 09:24:00,2.95,17667.0,United Kingdom,17.700000000000003
556259,22331,woodland party bag + sticker set,8,2011-06-09 17:53:00,1.65,12721.0,France,13.2
568313,21340,classic metal birdcage plant holder,8,2011-09-26 12:56:00,9.95,14908.0,United Kingdom,79.6
558196,20752,blue polkadot washing up gloves,2,2011-06-27 12:38:00,2.1,16033.0,United Kingdom,4.2
580640,23322,large white heart of wicker,2,2011-12-05 12:51:00,2.95,16910.0,United Kingdom,5.9
537826,20717,strawberry shopper bag,4,2010-12-08 14:38:00,1.25,15581.0,United Kingdom,5.0
547684,23007,spaceboy baby gift set,3,2011-03-24 14:46:00,16.95,12408.0,Belgium,50.849999999999994
542914,21931,jumbo storage bag suki,8,2011-02-01 16:03:00,1.95,16161.0,United Kingdom,15.6
553540,22035,vintage caravan greeting card,72,2011-05-17 15:32:00,0.36,17511.0,United Kingdom,25.919999999999998
574273,21755,love building block word,3,2011-11-03 14:33:00,6.25,16322.0,United Kingdom,18.75
553931,22730,alarm clock bakelike ivory,4,2011-05-20 10:27:00,3.75,14911.0,EIRE,15.0
542862,37446,mini cake stand with hanging cakes,2,2011-02-01 11:51:00,1.45,14606.0,United Kingdom,2.9
568044,20685,doormat red retrospot,2,2011-09-23 12:10:00,8.25,15763.0,United Kingdom,16.5
573544,22910,paper chain kit vintage christmas,4,2011-10-31 13:11:00,2.95,12856.0,United Kingdom,11.8
572289,23089,glass bon bon jar,2,2011-10-23 12:37:00,1.95,13782.0,United Kingdom,3.9
540098,84992,72 sweetheart fairy cake cases,1,2011-01-04 15:50:00,0.55,16241.0,United Kingdom,0.55
577782,23130,mistletoe heart wreath green,6,2011-11-21 16:17:00,4.15,16549.0,United Kingdom,24.900000000000002
571913,21892,traditional wooden catch cup game,12,2011-10-19 15:29:00,1.25,18210.0,United Kingdom,15.0
539840,22491,pack of 12 coloured pencils,12,2010-12-22 14:28:00,0.85,12383.0,Belgium,10.2
571028,22111,scottie dog hot water bottle,1,2011-10-13 12:21:00,4.95,16770.0,United Kingdom,4.95
572108,23101,silver stars table decoration,12,2011-10-20 18:08:00,0.83,15814.0,United Kingdom,9.959999999999999
548708,84596B,small dolly mix design orange bowl,16,2011-04-03 12:41:00,0.42,13269.0,United Kingdom,6.72
561195,23108,set of 10 led dolly lights,2,2011-07-25 13:57:00,6.25,14796.0,United Kingdom,12.5
564034,21498,red retrospot wrap,25,2011-08-22 12:22:00,0.42,12935.0,United Kingdom,10.5
578400,46000S,polyester filler pad 40x40cm,2,2011-11-24 11:52:00,1.45,12748.0,United Kingdom,2.9
539317,84536A,english rose notebook a7 size,4,2010-12-16 19:04:00,0.42,17392.0,United Kingdom,1.68
577549,22662,lunch bag dolly girl design,1,2011-11-20 15:00:00,1.65,17841.0,United Kingdom,1.65
545577,22720,set of 3 cake tins pantry design,3,2011-03-03 19:18:00,4.95,14702.0,United Kingdom,14.850000000000001
561798,20751,funky washing up gloves assorted,12,2011-07-29 13:39:00,2.1,14911.0,EIRE,25.200000000000003
572703,20766,garden path sketchbook,2,2011-10-25 14:35:00,3.75,16110.0,United Kingdom,7.5
574883,21355,toast its - i love you,2,2011-11-07 13:56:00,1.25,14623.0,United Kingdom,2.5
562377,21745,gaolers keys decorative garden,3,2011-08-04 15:04:00,3.75,14535.0,United Kingdom,11.25
538652,79190A,retro plastic 70's tray,6,2010-12-13 15:12:00,0.42,17890.0,United Kingdom,2.52
576099,84987,set of 36 teatime paper doilies,12,2011-11-14 10:28:00,1.45,13021.0,United Kingdom,17.4
540644,21251,dinosaur height chart sticker set,12,2011-01-10 14:16:00,2.95,16303.0,United Kingdom,35.400000000000006
540395,22847,bread bin diner style ivory,1,2011-01-06 18:24:00,16.95,14702.0,United Kingdom,16.95
546089,22264,felt farm animal white bunny,2,2011-03-09 11:44:00,0.85,17864.0,United Kingdom,1.7
566571,23287,red vintage spot beaker,8,2011-09-13 12:49:00,0.85,17037.0,United Kingdom,6.8
576303,21744,snowflake portable table light,2,2011-11-14 14:51:00,2.95,15532.0,United Kingdom,5.9
555851,20914,set/5 red retrospot lid glass bowls,3,2011-06-07 13:37:00,2.95,13050.0,United Kingdom,8.850000000000001
540509,22748,poppy's playhouse kitchen,5,2011-01-09 11:27:00,2.1,14800.0,United Kingdom,10.5
560387,23209,lunch bag doiley pattern,1,2011-07-18 13:00:00,1.65,14667.0,United Kingdom,1.65
564734,22742,make your own playtime card kit,4,2011-08-28 13:32:00,2.95,12484.0,Spain,11.8
559653,23309,set of 60 i love london cake cases,1,2011-07-11 12:49:00,0.55,14552.0,United Kingdom,0.55
562890,22461,savoy art deco clock,12,2011-08-10 12:11:00,3.95,14191.0,United Kingdom,47.400000000000006
578922,22727,alarm clock bakelike red,2,2011-11-27 12:00:00,3.75,17236.0,United Kingdom,7.5
570600,22561,wooden school colouring set,12,2011-10-11 12:05:00,1.65,16076.0,United Kingdom,19.799999999999997
536388,21754,home building block word,3,2010-12-01 09:59:00,5.95,16250.0,United Kingdom,17.85
559673,22619,set of 6 soldier skittles,10,2011-07-11 14:10:00,3.75,13224.0,United Kingdom,37.5
557120,21391,french lavender scent heart,12,2011-06-16 17:12:00,0.75,15669.0,United Kingdom,9.0
541218,21880,red retrospot tape,24,2011-01-14 14:02:00,0.19,16638.0,United Kingdom,4.5600000000000005
544095,22720,set of 3 cake tins pantry design,6,2011-02-16 09:25:00,4.95,16509.0,United Kingdom,29.700000000000003
571670,22197,popcorn holder,12,2011-10-18 13:12:00,0.85,12611.0,Italy,10.2
543293,22595,gingham heart decoration,12,2011-02-07 11:20:00,0.85,17613.0,United Kingdom,10.2
562528,21080,set/20 red retrospot paper napkins,12,2011-08-05 13:52:00,0.85,12610.0,Italy,10.2
578682,21108,fairy cake flannel assorted colour,27,2011-11-25 08:55:00,2.1,17173.0,United Kingdom,56.7
581478,22791,t-light glass fluted antique,12,2011-12-09 08:59:00,1.25,17364.0,United Kingdom,15.0
565994,21621,vintage union jack bunting,1,2011-09-08 11:46:00,8.5,13244.0,United Kingdom,8.5
571291,23283,doormat vintage leaf,1,2011-10-16 15:44:00,8.25,13610.0,United Kingdom,8.25
551653,21558,skull lunch box with cutlery,18,2011-05-03 12:03:00,2.55,13282.0,United Kingdom,45.9
536833,22969,homemade jam scented candles,12,2010-12-02 17:48:00,1.45,18239.0,United Kingdom,17.4
578548,22909,set of 20 vintage christmas napkins,1,2011-11-24 15:02:00,0.85,17345.0,United Kingdom,0.85
569328,23234,biscuit tin vintage christmas,12,2011-10-03 12:48:00,2.89,14360.0,United Kingdom,34.68
573163,21231,sweetheart ceramic trinket box,12,2011-10-28 09:06:00,1.25,16843.0,United Kingdom,15.0
551858,21156,retrospot childrens apron,6,2011-05-04 15:33:00,1.95,18041.0,United Kingdom,11.7
578301,21169,you're confusing me metal sign,24,2011-11-23 15:14:00,1.69,17034.0,United Kingdom,40.56
565431,23240,set of 4 knick knack tins doily,2,2011-09-04 13:15:00,4.15,14965.0,United Kingdom,8.3
580727,21983,pack of 12 blue paisley tissues,1,2011-12-05 17:17:00,0.83,14096.0,United Kingdom,0.83
575957,22418,10 colour spaceboy pen,12,2011-11-13 12:19:00,0.85,13170.0,United Kingdom,10.2
561028,23019,small apothecary measuring jar,1,2011-07-24 11:06:00,8.25,17769.0,United Kingdom,8.25
546772,22178,victorian glass hanging t-light,96,2011-03-16 15:34:00,1.06,15030.0,United Kingdom,101.76
569363,22297,heart ivory trellis small,48,2011-10-03 15:08:00,1.25,13297.0,United Kingdom,60.0
562128,21291,small polkadot chocolate gift bag,16,2011-08-03 09:07:00,0.85,16150.0,United Kingdom,13.6
557889,22027,tea party birthday card,12,2011-06-23 13:51:00,0.42,12412.0,Denmark,5.04
580136,22722,set of 6 spice tins pantry design,1,2011-12-01 19:42:00,3.95,17841.0,United Kingdom,3.95
